qid,method,success,rt_ms,coarse_visited,fine_steps,cue_a,cue_b,target_idx,pred_idx,dropout,rewire,steps,lr
0,nn,0,0.15139998868107796,0.0,0.0,992,454,316,454,0.7,0.0,40,0.08
0,graph_ppr,0,7.710500009125099,0.0,0.0,992,454,316,296,0.7,0.0,40,0.08
0,topogps_cuepath,0,2.4816999793983996,1.0,0.0,992,454,316,992,0.7,0.0,40,0.08
0,topogps_no_cue,0,60.987999982899055,2.0,40.0,992,454,316,454,0.7,0.0,40,0.08
1,nn,0,0.15579999308101833,0.0,0.0,624,1609,1448,1609,0.7,0.0,40,0.08
1,graph_ppr,1,4.356399993412197,0.0,0.0,624,1609,1448,1448,0.7,0.0,40,0.08
1,topogps_cuepath,0,2.4145999923348427,1.0,0.0,624,1609,1448,624,0.7,0.0,40,0.08
1,topogps_no_cue,0,53.34800001583062,9.0,36.0,624,1609,1448,624,0.7,0.0,40,0.08
2,nn,0,0.1626000157557428,0.0,0.0,467,1868,962,467,0.7,0.0,40,0.08
2,graph_ppr,1,4.167999984929338,0.0,0.0,467,1868,962,962,0.7,0.0,40,0.08
2,topogps_cuepath,0,2.0246999920345843,1.0,0.0,467,1868,962,467,0.7,0.0,40,0.08
2,topogps_no_cue,0,40.89410000597127,5.0,28.0,467,1868,962,1868,0.7,0.0,40,0.08
3,nn,0,0.21830000332556665,0.0,0.0,18,1953,1448,18,0.7,0.0,40,0.08
3,graph_ppr,0,3.0291000148281455,0.0,0.0,18,1953,1448,328,0.7,0.0,40,0.08
3,topogps_cuepath,0,2.0223000028636307,1.0,0.0,18,1953,1448,18,0.7,0.0,40,0.08
3,topogps_no_cue,0,57.538699998985976,1.0,40.0,18,1953,1448,1953,0.7,0.0,40,0.08
4,nn,0,0.10719997226260602,0.0,0.0,1609,1842,1448,1609,0.7,0.0,40,0.08
4,graph_ppr,1,3.9732999866828322,0.0,0.0,1609,1842,1448,1448,0.7,0.0,40,0.08
4,topogps_cuepath,0,2.51730001764372,1.0,0.0,1609,1842,1448,1609,0.7,0.0,40,0.08
4,topogps_no_cue,0,51.579699997091666,1.0,35.0,1609,1842,1448,1842,0.7,0.0,40,0.08
5,nn,0,0.16460000188089907,0.0,0.0,1616,1312,432,1616,0.7,0.0,40,0.08
5,graph_ppr,1,4.04179998440668,0.0,0.0,1616,1312,432,432,0.7,0.0,40,0.08
5,topogps_cuepath,0,2.0290999964345247,1.0,0.0,1616,1312,432,1616,0.7,0.0,40,0.08
5,topogps_no_cue,0,59.55409997841343,1.0,40.0,1616,1312,432,1312,0.7,0.0,40,0.08
6,nn,0,0.09919999865815043,0.0,0.0,196,1979,1090,196,0.7,0.0,40,0.08
6,graph_ppr,1,4.139199998462573,0.0,0.0,196,1979,1090,1090,0.7,0.0,40,0.08
6,topogps_cuepath,0,2.688100008526817,1.0,0.0,196,1979,1090,196,0.7,0.0,40,0.08
6,topogps_no_cue,0,54.03420000220649,3.0,37.0,196,1979,1090,1979,0.7,0.0,40,0.08
7,nn,0,0.155999994603917,0.0,0.0,213,992,454,992,0.7,0.0,40,0.08
7,graph_ppr,0,3.950499987695366,0.0,0.0,213,992,454,316,0.7,0.0,40,0.08
7,topogps_cuepath,0,1.9948999979533255,1.0,0.0,213,992,454,213,0.7,0.0,40,0.08
7,topogps_no_cue,0,58.2150999980513,1.0,40.0,213,992,454,213,0.7,0.0,40,0.08
8,nn,0,0.1238000113517046,0.0,0.0,1783,18,1448,18,0.7,0.0,40,0.08
8,graph_ppr,1,4.0152000146918,0.0,0.0,1783,18,1448,1448,0.7,0.0,40,0.08
