qid,method,success,rt_ms,coarse_visited,fine_steps,cue_a,cue_b,target_idx,pred_idx,dropout,rewire,steps,lr
0,nn,0,0.15060001169331372,0.0,0.0,992,454,316,454,0.3,0.0,40,0.08
0,graph_ppr,1,4.7608000168111175,0.0,0.0,992,454,316,316,0.3,0.0,40,0.08
0,topogps_cuepath,0,2.1115000126883388,2.0,0.0,992,454,316,454,0.3,0.0,40,0.08
0,topogps_no_cue,0,58.4171999944374,7.0,40.0,992,454,316,454,0.3,0.0,40,0.08
1,nn,0,0.17449998995289207,0.0,0.0,624,1609,1448,1609,0.3,0.0,40,0.08
1,graph_ppr,1,4.206000012345612,0.0,0.0,624,1609,1448,1448,0.3,0.0,40,0.08
1,topogps_cuepath,0,1.9345999753568321,1.0,0.0,624,1609,1448,624,0.3,0.0,40,0.08
1,topogps_no_cue,0,51.253899990115315,42.0,36.0,624,1609,1448,624,0.3,0.0,40,0.08
2,nn,0,0.14570000348612666,0.0,0.0,467,1868,962,467,0.3,0.0,40,0.08
2,graph_ppr,1,4.279799992218614,0.0,0.0,467,1868,962,962,0.3,0.0,40,0.08
2,topogps_cuepath,1,1.9779000140260905,3.0,0.0,467,1868,962,962,0.3,0.0,40,0.08
2,topogps_no_cue,0,39.544799976283684,10.0,28.0,467,1868,962,1868,0.3,0.0,40,0.08
3,nn,0,0.12270000297576189,0.0,0.0,18,1953,1448,18,0.3,0.0,40,0.08
3,graph_ppr,1,4.303900001104921,0.0,0.0,18,1953,1448,1448,0.3,0.0,40,0.08
3,topogps_cuepath,1,2.068600006168708,3.0,0.0,18,1953,1448,1448,0.3,0.0,40,0.08
3,topogps_no_cue,0,56.261599995195866,42.0,40.0,18,1953,1448,1953,0.3,0.0,40,0.08
4,nn,0,0.14340001507662237,0.0,0.0,1609,1842,1448,1609,0.3,0.0,40,0.08
4,graph_ppr,1,4.2538999987300485,0.0,0.0,1609,1842,1448,1448,0.3,0.0,40,0.08
4,topogps_cuepath,1,2.0951000042259693,3.0,0.0,1609,1842,1448,1448,0.3,0.0,40,0.08
4,topogps_no_cue,0,50.597499997820705,42.0,35.0,1609,1842,1448,1842,0.3,0.0,40,0.08
5,nn,0,0.14669998199678957,0.0,0.0,1616,1312,432,1616,0.3,0.0,40,0.08
5,graph_ppr,1,4.8189000226557255,0.0,0.0,1616,1312,432,432,0.3,0.0,40,0.08
5,topogps_cuepath,0,1.9667000160552561,1.0,0.0,1616,1312,432,1616,0.3,0.0,40,0.08
5,topogps_no_cue,0,56.3999000005424,1.0,40.0,1616,1312,432,1312,0.3,0.0,40,0.08
6,nn,0,0.15949999215081334,0.0,0.0,196,1979,1090,196,0.3,0.0,40,0.08
6,graph_ppr,0,4.124300001421943,0.0,0.0,196,1979,1090,1448,0.3,0.0,40,0.08
6,topogps_cuepath,0,2.1148999803699553,1.0,0.0,196,1979,1090,196,0.3,0.0,40,0.08
6,topogps_no_cue,0,52.21920000622049,45.0,37.0,196,1979,1090,1979,0.3,0.0,40,0.08
7,nn,0,0.14310001279227436,0.0,0.0,213,992,454,992,0.3,0.0,40,0.08
7,graph_ppr,1,2.695200004382059,0.0,0.0,213,992,454,454,0.3,0.0,40,0.08
7,topogps_cuepath,0,1.8709999858401716,1.0,0.0,213,992,454,213,0.3,0.0,40,0.08
7,topogps_no_cue,0,55.99230001098476,1.0,40.0,213,992,454,213,0.3,0.0,40,0.08
8,nn,0,0.18959998851642013,0.0,0.0,1783,18,1448,18,0.3,0.0,40,0.08
8,graph_ppr,1,4.2548999772407115,0.0,0.0,1783,18,1448,1448,0.3,0.0,40,0.08
8,topogps_cuepath,1,1.9146999984513968,3.0,0.0,1783,18,1448,1448,0.3,0.0,40,0.08
8,topogps_no_cue,0,48.155700002098456,42.0,34.0,1783,18,1448,1783,0.3,0.0,40,0.08
9,nn,0,0.09929999941959977,0.0,0.0,238,1609,1448,238,0.3,0.0,40,0.08
9,graph_ppr,1,4.225999990012497,0.0,0.0,238,1609,1448,1448,0.3,0.0,40,0.08
9,topogps_cuepath,1,1.9134999893140048,3.0,0.0,238,1609,1448,1448,0.3,0.0,40,0.08
9,topogps_no_cue,0,53.618400008417666,42.0,38.0,238,1609,1448,238,0.3,0.0,40,0.08
10,nn,0,0.10370000381954014,0.0,0.0,1953,1633,1448,1633,0.3,0.0,40,0.08
10,graph_ppr,1,4.3326999875716865,0.0,0.0,1953,1633,1448,1448,0.3,0.0,40,0.08
10,topogps_cuepath,1,1.887699996586889,3.0,0.0,1953,1633,1448,1448,0.3,0.0,40,0.08
10,topogps_no_cue,0,45.04090000409633,42.0,32.0,1953,1633,1448,1953,0.3,0.0,40,0.08
11,nn,0,0.148899998748675,0.0,0.0,1614,798,793,798,0.3,0.0,40,0.08
11,graph_ppr,1,4.216899978928268,0.0,0.0,1614,798,793,793,0.3,0.0,40,0.08
11,topogps_cuepath,1,1.9203000119887292,3.0,0.0,1614,798,793,793,0.3,0.0,40,0.08
11,topogps_no_cue,0,52.612600004067644,38.0,37.0,1614,798,793,798,0.3,0.0,40,0.08
12,nn,0,0.13270002091303468,0.0,0.0,721,1417,1448,721,0.3,0.0,40,0.08
12,graph_ppr,1,3.8001000066287816,0.0,0.0,721,1417,1448,1448,0.3,0.0,40,0.08
12,topogps_cuepath,0,1.9429000094532967,1.0,0.0,721,1417,1448,721,0.3,0.0,40,0.08
12,topogps_no_cue,0,40.99020001012832,42.0,29.0,721,1417,1448,721,0.3,0.0,40,0.08
13,nn,0,0.1579000090714544,0.0,0.0,1263,1783,1448,1783,0.3,0.0,40,0.08
13,graph_ppr,1,5.17369998851791,0.0,0.0,1263,1783,1448,1448,0.3,0.0,40,0.08
13,topogps_cuepath,1,1.8535999988671392,3.0,0.0,1263,1783,1448,1448,0.3,0.0,40,0.08
13,topogps_no_cue,0,42.86669997964054,42.0,30.0,1263,1783,1448,1783,0.3,0.0,40,0.08
14,nn,0,0.15479998546652496,0.0,0.0,47,238,1448,47,0.3,0.0,40,0.08
14,graph_ppr,1,5.11600001482293,0.0,0.0,47,238,1448,1448,0.3,0.0,40,0.08
14,topogps_cuepath,1,2.1179000032134354,3.0,0.0,47,238,1448,1448,0.3,0.0,40,0.08
14,topogps_no_cue,0,38.3424999890849,42.0,27.0,47,238,1448,1737,0.3,0.0,40,0.08
