task,qid,method,cue_a,cue_b,target_idx,pred_idx,success,rt_ms,coarse_visited,fine_steps
bridge,0,nn,1500,1000,2507,1500,0,0.04910002462565899,0,0
bridge,1,nn,2000,1000,2508,2508,1,0.018699996871873736,0,0
bridge,2,nn,500,1000,2504,2504,1,0.01610000617802143,0,0
bridge,3,nn,500,0,2500,2500,1,0.020400009816512465,0,0
bridge,4,nn,500,1500,2505,2505,1,0.01379998866468668,0,0
bridge,5,nn,0,2000,2503,2503,1,0.012300006346777081,0,0
bridge,6,nn,500,0,2500,2500,1,0.011299998732283711,0,0
bridge,7,nn,1000,2000,2508,2508,1,0.011399999493733048,0,0
bridge,8,nn,1500,500,2505,2505,1,0.01170000177808106,0,0
bridge,9,nn,1000,0,2501,2501,1,0.011500000255182385,0,0
bridge,10,nn,500,2000,2506,2506,1,0.011500000255182385,0,0
bridge,11,nn,1000,0,2501,2501,1,0.011800002539530396,0,0
bridge,12,nn,0,500,2500,2500,1,0.011900003300979733,0,0
bridge,13,nn,0,500,2500,2500,1,0.01170000177808106,0,0
bridge,14,nn,1500,1000,2507,1500,0,0.011299998732283711,0,0
bridge,15,nn,2000,0,2503,2503,1,0.011099997209385037,0,0
bridge,16,nn,2000,0,2503,2503,1,0.011099997209385037,0,0
bridge,17,nn,2000,1000,2508,2508,1,0.011099997209385037,0,0
bridge,18,nn,1500,1000,2507,1500,0,0.011099997209385037,0,0
bridge,19,nn,1500,500,2505,2505,1,0.011099997209385037,0,0
bridge,20,nn,500,0,2500,2500,1,0.011199997970834374,0,0
bridge,21,nn,1500,0,2502,2502,1,0.011099997209385037,0,0
bridge,22,nn,2000,0,2503,2503,1,0.011800002539530396,0,0
bridge,23,nn,0,1500,2502,2502,1,0.011199997970834374,0,0
bridge,24,nn,500,1000,2504,2504,1,0.011600001016631722,0,0
bridge,25,nn,500,1000,2504,2504,1,0.011600001016631722,0,0
bridge,26,nn,2000,1000,2508,2508,1,0.011500000255182385,0,0
bridge,27,nn,1500,1000,2507,1500,0,0.011199997970834374,0,0
bridge,28,nn,1500,500,2505,2505,1,0.011199997970834374,0,0
bridge,29,nn,2000,0,2503,2503,1,0.011099997209385037,0,0
bridge,30,nn,1000,500,2504,2504,1,0.011099997209385037,0,0
bridge,31,nn,2000,0,2503,2503,1,0.011199997970834374,0,0
bridge,32,nn,0,500,2500,2500,1,0.011500000255182385,0,0
bridge,33,nn,500,1500,2505,2505,1,0.011500000255182385,0,0
bridge,34,nn,500,1000,2504,2504,1,0.011100026313215494,0,0
bridge,35,nn,0,1500,2502,2502,1,0.011600001016631722,0,0
bridge,36,nn,0,1500,2502,2502,1,0.011399999493733048,0,0
bridge,37,nn,500,1500,2505,2505,1,0.011099997209385037,0,0
bridge,38,nn,1500,500,2505,2505,1,0.011099997209385037,0,0
bridge,39,nn,0,1500,2502,2502,1,0.011199997970834374,0,0
bridge,40,nn,1500,500,2505,2505,1,0.0109999964479357,0,0
bridge,41,nn,0,2000,2503,2503,1,0.011199997970834374,0,0
bridge,42,nn,2000,0,2503,2503,1,0.011099997209385037,0,0
bridge,43,nn,1000,500,2504,2504,1,0.011099997209385037,0,0
bridge,44,nn,1000,1500,2507,1500,0,0.011099997209385037,0,0
bridge,45,nn,2000,500,2506,2506,1,0.011099997209385037,0,0
bridge,46,nn,0,1500,2502,2502,1,0.011299998732283711,0,0
bridge,47,nn,1500,1000,2507,1500,0,0.010899995686486363,0,0
bridge,48,nn,2000,1500,2509,2509,1,0.0109999964479357,0,0
bridge,49,nn,1000,2000,2508,2508,1,0.011099997209385037,0,0
bridge,50,nn,500,1000,2504,2504,1,0.011000025551766157,0,0
bridge,51,nn,1500,0,2502,2502,1,0.011100026313215494,0,0
bridge,52,nn,2000,0,2503,2503,1,0.011100026313215494,0,0
bridge,53,nn,500,2000,2506,2506,1,0.011099997209385037,0,0
bridge,54,nn,500,1500,2505,2505,1,0.011199997970834374,0,0
bridge,55,nn,500,1500,2505,2505,1,0.011099997209385037,0,0
bridge,56,nn,0,1000,2501,2501,1,0.011199997970834374,0,0
bridge,57,nn,2000,500,2506,2506,1,0.011500000255182385,0,0
bridge,58,nn,2000,1500,2509,2509,1,0.011299998732283711,0,0
bridge,59,nn,2000,500,2506,2506,1,0.011199997970834374,0,0
bridge,60,nn,2000,1000,2508,2508,1,0.0109999964479357,0,0
bridge,61,nn,2000,500,2506,2506,1,0.0109999964479357,0,0
bridge,62,nn,0,2000,2503,2503,1,0.011199997970834374,0,0
bridge,63,nn,0,1500,2502,2502,1,0.011099997209385037,0,0
bridge,64,nn,2000,1000,2508,2508,1,0.011199997970834374,0,0
bridge,65,nn,0,500,2500,2500,1,0.011099997209385037,0,0
bridge,66,nn,1500,500,2505,2505,1,0.011099997209385037,0,0
bridge,67,nn,500,1000,2504,2504,1,0.011100026313215494,0,0
bridge,68,nn,500,0,2500,2500,1,0.011300027836114168,0,0
bridge,69,nn,0,1500,2502,2502,1,0.011299998732283711,0,0
bridge,70,nn,1500,2000,2509,2509,1,0.01170000177808106,0,0
bridge,71,nn,1500,1000,2507,1500,0,0.011199997970834374,0,0
bridge,72,nn,0,1000,2501,2501,1,0.011099997209385037,0,0
bridge,73,nn,1000,0,2501,2501,1,0.011500000255182385,0,0
bridge,74,nn,1500,2000,2509,2509,1,0.011500000255182385,0,0
bridge,75,nn,2000,1000,2508,2508,1,0.011299998732283711,0,0
bridge,76,nn,1000,2000,2508,2508,1,0.011299998732283711,0,0
bridge,77,nn,0,1500,2502,2502,1,0.011299998732283711,0,0
bridge,78,nn,500,2000,2506,2506,1,0.011099997209385037,0,0
bridge,79,nn,0,1000,2501,2501,1,0.011500000255182385,0,0
bridge,80,nn,500,0,2500,2500,1,0.011099997209385037,0,0
bridge,81,nn,1000,500,2504,2504,1,0.011099997209385037,0,0
bridge,82,nn,2000,1500,2509,2509,1,0.011099997209385037,0,0
bridge,83,nn,0,1500,2502,2502,1,0.011199997970834374,0,0
bridge,84,nn,1000,2000,2508,2508,1,0.011299998732283711,0,0
bridge,85,nn,500,1500,2505,2505,1,0.011199997970834374,0,0
bridge,86,nn,2000,500,2506,2506,1,0.011299998732283711,0,0
bridge,87,nn,1500,2000,2509,2509,1,0.011099997209385037,0,0
bridge,88,nn,1000,2000,2508,2508,1,0.011099997209385037,0,0
bridge,89,nn,0,500,2500,2500,1,0.011099997209385037,0,0
bridge,90,nn,1000,2000,2508,2508,1,0.011199997970834374,0,0
bridge,91,nn,0,2000,2503,2503,1,0.011200027074664831,0,0
bridge,92,nn,1500,2000,2509,2509,1,0.011000025551766157,0,0
bridge,93,nn,500,1500,2505,2505,1,0.011199997970834374,0,0
bridge,94,nn,1000,2000,2508,2508,1,0.0109999964479357,0,0
bridge,95,nn,2000,1500,2509,2509,1,0.0109999964479357,0,0
bridge,96,nn,1500,500,2505,2505,1,0.0109999964479357,0,0
bridge,97,nn,0,500,2500,2500,1,0.011099997209385037,0,0
bridge,98,nn,1000,2000,2508,2508,1,0.0109999964479357,0,0
bridge,99,nn,0,1000,2501,2501,1,0.011199997970834374,0,0
bridge,100,nn,1000,0,2501,2501,1,0.0109999964479357,0,0
bridge,101,nn,1000,1500,2507,1500,0,0.011399999493733048,0,0
bridge,102,nn,0,1500,2502,2502,1,0.011099997209385037,0,0
bridge,103,nn,1000,2000,2508,2508,1,0.0109999964479357,0,0
bridge,104,nn,500,1000,2504,2504,1,0.011199997970834374,0,0
bridge,105,nn,1000,1500,2507,1500,0,0.011299998732283711,0,0
bridge,106,nn,1500,1000,2507,1500,0,0.010899995686486363,0,0
bridge,107,nn,0,500,2500,2500,1,0.011099997209385037,0,0
bridge,108,nn,500,2000,2506,2506,1,0.011099997209385037,0,0
bridge,109,nn,2000,0,2503,2503,1,0.011500000255182385,0,0
bridge,110,nn,2000,500,2506,2506,1,0.011100026313215494,0,0
bridge,111,nn,1000,0,2501,2501,1,0.011200027074664831,0,0
bridge,112,nn,1500,0,2502,2502,1,0.011399999493733048,0,0
bridge,113,nn,2000,500,2506,2506,1,0.011199997970834374,0,0
bridge,114,nn,500,0,2500,2500,1,0.011099997209385037,0,0
bridge,115,nn,2000,500,2506,2506,1,0.011299998732283711,0,0
bridge,116,nn,500,0,2500,2500,1,0.0109999964479357,0,0
bridge,117,nn,1500,1000,2507,1500,0,0.011199997970834374,0,0
bridge,118,nn,1000,1500,2507,1500,0,0.011199997970834374,0,0
bridge,119,nn,0,1500,2502,2502,1,0.011299998732283711,0,0
bridge,120,nn,1500,0,2502,2502,1,0.011199997970834374,0,0
bridge,121,nn,0,2000,2503,2503,1,0.011399999493733048,0,0
bridge,122,nn,1000,2000,2508,2508,1,0.011099997209385037,0,0
bridge,123,nn,2000,500,2506,2506,1,0.011500000255182385,0,0
bridge,124,nn,1500,2000,2509,2509,1,0.011199997970834374,0,0
bridge,125,nn,500,1000,2504,2504,1,0.011500000255182385,0,0
bridge,126,nn,1500,1000,2507,1500,0,0.015500001609325409,0,0
bridge,127,nn,2000,0,2503,2503,1,0.011399999493733048,0,0
bridge,128,nn,1500,0,2502,2502,1,0.011099997209385037,0,0
bridge,129,nn,0,2000,2503,2503,1,0.011199997970834374,0,0
bridge,130,nn,2000,1500,2509,2509,1,0.011199997970834374,0,0
bridge,131,nn,500,1000,2504,2504,1,0.011199997970834374,0,0
bridge,132,nn,0,500,2500,2500,1,0.011099997209385037,0,0
bridge,133,nn,2000,1500,2509,2509,1,0.011199997970834374,0,0
bridge,134,nn,1500,500,2505,2505,1,0.011199997970834374,0,0
bridge,135,nn,2000,1500,2509,2509,1,0.011099997209385037,0,0
bridge,136,nn,1000,2000,2508,2508,1,0.0109999964479357,0,0
bridge,137,nn,1500,500,2505,2505,1,0.011099997209385037,0,0
bridge,138,nn,2000,500,2506,2506,1,0.011099997209385037,0,0
bridge,139,nn,0,500,2500,2500,1,0.0109999964479357,0,0
bridge,140,nn,0,1000,2501,2501,1,0.011099997209385037,0,0
bridge,141,nn,2000,0,2503,2503,1,0.011200027074664831,0,0
bridge,142,nn,2000,1500,2509,2509,1,0.011100026313215494,0,0
bridge,143,nn,1000,0,2501,2501,1,0.011199997970834374,0,0
bridge,144,nn,2000,0,2503,2503,1,0.011099997209385037,0,0
bridge,145,nn,1000,500,2504,2504,1,0.011500000255182385,0,0
bridge,146,nn,2000,1000,2508,2508,1,0.011099997209385037,0,0
bridge,147,nn,1000,500,2504,2504,1,0.011199997970834374,0,0
bridge,148,nn,0,2000,2503,2503,1,0.011199997970834374,0,0
bridge,149,nn,1500,500,2505,2505,1,0.011399999493733048,0,0
bridge,150,nn,1000,2000,2508,2508,1,0.011099997209385037,0,0
bridge,151,nn,0,1000,2501,2501,1,0.011199997970834374,0,0
bridge,152,nn,2000,0,2503,2503,1,0.0109999964479357,0,0
bridge,153,nn,0,1500,2502,2502,1,0.0109999964479357,0,0
bridge,154,nn,1500,0,2502,2502,1,0.011199997970834374,0,0
bridge,155,nn,500,1500,2505,2505,1,0.011099997209385037,0,0
bridge,156,nn,0,1500,2502,2502,1,0.011299998732283711,0,0
bridge,157,nn,0,1500,2502,2502,1,0.011199997970834374,0,0
bridge,158,nn,500,2000,2506,2506,1,0.011100026313215494,0,0
bridge,159,nn,2000,1000,2508,2508,1,0.011200027074664831,0,0
bridge,160,nn,0,2000,2503,2503,1,0.011099997209385037,0,0
bridge,161,nn,1500,500,2505,2505,1,0.011099997209385037,0,0
bridge,162,nn,1000,1500,2507,1500,0,0.011199997970834374,0,0
bridge,163,nn,500,1500,2505,2505,1,0.011099997209385037,0,0
bridge,164,nn,1000,1500,2507,1500,0,0.011099997209385037,0,0
bridge,165,nn,1000,500,2504,2504,1,0.011199997970834374,0,0
bridge,166,nn,0,1000,2501,2501,1,0.0109999964479357,0,0
bridge,167,nn,2000,1500,2509,2509,1,0.011600001016631722,0,0
bridge,168,nn,2000,1500,2509,2509,1,0.0109999964479357,0,0
bridge,169,nn,0,2000,2503,2503,1,0.011099997209385037,0,0
bridge,170,nn,2000,0,2503,2503,1,0.011099997209385037,0,0
bridge,171,nn,1000,1500,2507,1500,0,0.020500010577961802,0,0
bridge,172,nn,2000,1000,2508,2508,1,0.01880002673715353,0,0
bridge,173,nn,1000,1500,2507,1500,0,0.01300001167692244,0,0
bridge,174,nn,500,1500,2505,2505,1,0.011600001016631722,0,0
bridge,175,nn,2000,0,2503,2503,1,0.011299998732283711,0,0
bridge,176,nn,500,1500,2505,2505,1,0.011199997970834374,0,0
bridge,177,nn,500,1500,2505,2505,1,0.011299998732283711,0,0
bridge,178,nn,2000,1000,2508,2508,1,0.01200000406242907,0,0
bridge,179,nn,2000,500,2506,2506,1,0.011399999493733048,0,0
bridge,180,nn,1500,2000,2509,2509,1,0.011500000255182385,0,0
bridge,181,nn,1500,2000,2509,2509,1,0.011500000255182385,0,0
bridge,182,nn,500,0,2500,2500,1,0.011399999493733048,0,0
bridge,183,nn,2000,1000,2508,2508,1,0.011299998732283711,0,0
bridge,184,nn,1500,2000,2509,2509,1,0.011199997970834374,0,0
bridge,185,nn,1500,0,2502,2502,1,0.011299998732283711,0,0
bridge,186,nn,500,2000,2506,2506,1,0.011099997209385037,0,0
bridge,187,nn,1500,500,2505,2505,1,0.011199997970834374,0,0
bridge,188,nn,0,1000,2501,2501,1,0.011299998732283711,0,0
bridge,189,nn,1500,1000,2507,1500,0,0.011399999493733048,0,0
bridge,190,nn,2000,500,2506,2506,1,0.0109999964479357,0,0
bridge,191,nn,0,2000,2503,2503,1,0.011099997209385037,0,0
bridge,192,nn,500,0,2500,2500,1,0.011399999493733048,0,0
bridge,193,nn,1500,1000,2507,1500,0,0.011399999493733048,0,0
bridge,194,nn,2000,1500,2509,2509,1,0.011199997970834374,0,0
bridge,195,nn,500,1500,2505,2505,1,0.011199997970834374,0,0
bridge,196,nn,1000,0,2501,2501,1,0.011099997209385037,0,0
bridge,197,nn,1500,0,2502,2502,1,0.011199997970834374,0,0
bridge,198,nn,0,2000,2503,2503,1,0.0109999964479357,0,0
bridge,199,nn,1500,500,2505,2505,1,0.011199997970834374,0,0
bridge,200,nn,0,2000,2503,2503,1,0.011399999493733048,0,0
bridge,201,nn,2000,500,2506,2506,1,0.011299998732283711,0,0
bridge,202,nn,0,1000,2501,2501,1,0.011500000255182385,0,0
bridge,203,nn,2000,0,2503,2503,1,0.011299998732283711,0,0
bridge,204,nn,1000,500,2504,2504,1,0.011199997970834374,0,0
bridge,205,nn,2000,1000,2508,2508,1,0.011199997970834374,0,0
bridge,206,nn,1000,500,2504,2504,1,0.011099997209385037,0,0
bridge,207,nn,0,1500,2502,2502,1,0.011199997970834374,0,0
bridge,208,nn,1500,2000,2509,2509,1,0.011099997209385037,0,0
bridge,209,nn,2000,1000,2508,2508,1,0.011099997209385037,0,0
bridge,210,nn,1500,2000,2509,2509,1,0.011099997209385037,0,0
bridge,211,nn,1000,0,2501,2501,1,0.011600001016631722,0,0
bridge,212,nn,500,2000,2506,2506,1,0.011299998732283711,0,0
bridge,213,nn,0,1000,2501,2501,1,0.011200027074664831,0,0
