task,qid,method,cue_a,cue_b,target_idx,pred_idx,success,rt_ms,coarse_visited,fine_steps
associative,0,nn,1000,500,2504,500,0,0.08410000009462237,0,0
associative,1,nn,2000,1000,2508,2000,0,0.022099993657320738,0,0
associative,2,nn,2000,1500,2509,2000,0,0.01960000372491777,0,0
associative,3,nn,1000,0,2501,0,0,0.015199999324977398,0,0
associative,4,nn,0,1500,2502,0,0,0.014999997802078724,0,0
associative,5,nn,1500,1000,2507,1500,0,0.015500001609325409,0,0
associative,6,nn,0,1000,2501,0,0,0.015300000086426735,0,0
associative,7,nn,1500,500,2505,500,0,0.014899997040629387,0,0
associative,8,nn,500,2000,2506,500,0,0.01379998866468668,0,0
associative,9,nn,1500,0,2502,0,0,0.014999997802078724,0,0
associative,10,nn,1500,500,2505,500,0,0.012999982573091984,0,0
associative,11,nn,0,1000,2501,0,0,0.013800017768517137,0,0
associative,12,nn,0,1500,2502,0,0,0.014100020052865148,0,0
associative,13,nn,500,0,2500,0,0,0.013200013199821115,0,0
associative,14,nn,1000,500,2504,500,0,0.01379998866468668,0,0
associative,15,nn,1000,2000,2508,2000,0,0.013699987903237343,0,0
associative,16,nn,2000,500,2506,500,0,0.013899989426136017,0,0
associative,17,nn,1000,500,2504,500,0,0.01400001929141581,0,0
associative,18,nn,0,2000,2503,2000,0,0.01300001167692244,0,0
associative,19,nn,0,500,2500,0,0,0.011299998732283711,0,0
associative,20,nn,500,2000,2506,500,0,0.011199997970834374,0,0
associative,21,nn,0,2000,2503,2000,0,0.011299998732283711,0,0
associative,22,nn,2000,1000,2508,2000,0,0.011600001016631722,0,0
associative,23,nn,1500,500,2505,500,0,0.011500000255182385,0,0
associative,24,nn,1500,0,2502,0,0,0.01170000177808106,0,0
associative,25,nn,1500,500,2505,500,0,0.011299998732283711,0,0
associative,26,nn,1000,1500,2507,1500,0,0.01170000177808106,0,0
associative,27,nn,0,1500,2502,0,0,0.011800002539530396,0,0
associative,28,nn,1000,1500,2507,1500,0,0.011399999493733048,0,0
associative,29,nn,2000,0,2503,2000,0,0.011399999493733048,0,0
associative,30,nn,1500,500,2505,500,0,0.011500000255182385,0,0
associative,31,nn,1000,500,2504,500,0,0.011299998732283711,0,0
associative,32,nn,0,1500,2502,0,0,0.011299998732283711,0,0
